question,answer
"What was the average household expenditure on Hotels and motels for Population centre 100,000 to 249,999 in 2021?",$166.0
"What was the average household expenditure on Other accommodation away from home for Population centre 100,000 to 249,999 in 2021?",$176.0
"What was the average household expenditure on Household operations for Population centre 100,000 to 249,999 in 2021?",$5400.0
"What was the average household expenditure on Communications for Population centre 100,000 to 249,999 in 2021?",$2866.0
"What was the average household expenditure on Telephone for Population centre 100,000 to 249,999 in 2021?",$1671.0
"What was the average household expenditure on Landline telephone services for Population centre 100,000 to 249,999 in 2021?",$227.0
"What was the average household expenditure on Cell phone and pager services for Population centre 100,000 to 249,999 in 2021?",$1240.0
"What was the average household expenditure on Purchase of telephones and equipment for Population centre 100,000 to 249,999 in 2021?",$204.0
"What was the average household expenditure on Internet access services for Population centre 100,000 to 249,999 in 2021?",$884.0
"What was the average household expenditure on Digital services for Population centre 100,000 to 249,999 in 2021?",$173.0
"What was the average household expenditure on Postal, courier, delivery and other communication services for Population centre 100,000 to 249,999 in 2021?",$138.0
"What was the average household expenditure on Domestic and other custodial services (excluding child care) for Population centre 100,000 to 249,999 in 2021?",$142.0
"What was the average household expenditure on Pet expenses for Population centre 100,000 to 249,999 in 2021?",$760.0
"What was the average household expenditure on Pet food and pet-related goods for Population centre 100,000 to 249,999 in 2021?",$403.0
"What was the average household expenditure on Purchase of pets for Population centre 100,000 to 249,999 in 2021?",$65.0
"What was the average household expenditure on Veterinarian and other services for Population centre 100,000 to 249,999 in 2021?",$291.0
"What was the average household expenditure on Household cleaning supplies and equipment for Population centre 100,000 to 249,999 in 2021?",$237.0
"What was the average household expenditure on Detergent and other soaps for Population centre 100,000 to 249,999 in 2021?",$76.0
"What was the average household expenditure on Cleaning equipment (non-electric) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other household cleaning supplies for Population centre 100,000 to 249,999 in 2021?",$154.0
"What was the average household expenditure on Paper, plastic and foil supplies for Population centre 100,000 to 249,999 in 2021?",$377.0
"What was the average household expenditure on Stationery (excluding school supplies) for Population centre 100,000 to 249,999 in 2021?",$131.0
"What was the average household expenditure on Other paper supplies for Population centre 100,000 to 249,999 in 2021?",$173.0
"What was the average household expenditure on Plastic and foil supplies for Population centre 100,000 to 249,999 in 2021?",$72.0
"What was the average household expenditure on Garden supplies and services for Population centre 100,000 to 249,999 in 2021?",$483.0
"What was the average household expenditure on Nursery and greenhouse stock, cut flowers, decorative plants and planting seeds for Population centre 100,000 to 249,999 in 2021?",$223.0
"What was the average household expenditure on Fertilizers, herbicides, insecticides, pesticides, soil and soil conditioners for Population centre 100,000 to 249,999 in 2021?",$55.0
"What was the average household expenditure on Groundskeeping services, snow and garbage removal for Population centre 100,000 to 249,999 in 2021?",$205.0
"What was the average household expenditure on Other household supplies for Population centre 100,000 to 249,999 in 2021?",$163.0
"What was the average household expenditure on Child care for Population centre 100,000 to 249,999 in 2021?",$372.0
"What was the average household expenditure on Child care outside the home for Population centre 100,000 to 249,999 in 2021?",$325.0
"What was the average household expenditure on Child care in the home (regular and occasional) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Household furnishings and equipment for Population centre 100,000 to 249,999 in 2021?",$3142.0
"What was the average household expenditure on Household furnishings for Population centre 100,000 to 249,999 in 2021?",$1306.0
"What was the average household expenditure on Furniture for Population centre 100,000 to 249,999 in 2021?",$775.0
"What was the average household expenditure on Rugs, mats and underpadding for Population centre 100,000 to 249,999 in 2021?",$52.0
"What was the average household expenditure on Works of art, carvings and other decorative ware for Population centre 100,000 to 249,999 in 2021?",$115.0
"What was the average household expenditure on Linens for Population centre 100,000 to 249,999 in 2021?",$154.0
"What was the average household expenditure on Other household furnishings (curtains, mirrors and picture frames) for Population centre 100,000 to 249,999 in 2021?",$211.0
"What was the average household expenditure on Household equipment for Population centre 100,000 to 249,999 in 2021?",$1605.0
"What was the average household expenditure on Household appliances for Population centre 100,000 to 249,999 in 2021?",$678.0
"What was the average household expenditure on Refrigerators and freezers for Population centre 100,000 to 249,999 in 2021?",$152.0
"What was the average household expenditure on Microwave ovens and cooking appliances for Population centre 100,000 to 249,999 in 2021?",$123.0
"What was the average household expenditure on Washers, dryers and dishwashers for Population centre 100,000 to 249,999 in 2021?",$153.0
"What was the average household expenditure on Room air conditioners, portable humidifiers and dehumidifiers for Population centre 100,000 to 249,999 in 2021?",$75.0
"What was the average household expenditure on Other electric equipment and appliances (including parts and attachments) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other household equipment for Population centre 100,000 to 249,999 in 2021?",$926.0
"What was the average household expenditure on Home and workshop tools and equipment for Population centre 100,000 to 249,999 in 2021?",$192.0
"What was the average household expenditure on Lawn, garden and snow-removal equipment and tools for Population centre 100,000 to 249,999 in 2021?",$225.0
"What was the average household expenditure on Non-electric kitchen and cooking equipment for Population centre 100,000 to 249,999 in 2021?",$147.0
"What was the average household expenditure on Other household equipment, parts and accessories for Population centre 100,000 to 249,999 in 2021?",$363.0
"What was the average household expenditure on Maintenance, rental, repairs and services related to household furnishings and equipment for Population centre 100,000 to 249,999 in 2021?",$131.0
"What was the average household expenditure on Services related to household furnishings and equipment for Population centre 100,000 to 249,999 in 2021?",$101.0
"What was the average household expenditure on Rental of heating equipment for Population centre 100,000 to 249,999 in 2021?",$44.0
"What was the average household expenditure on Home security services for Population centre 100,000 to 249,999 in 2021?",$57.0
"What was the average household expenditure on Clothing and accessories for Population centre 100,000 to 249,999 in 2021?",$1959.0
"What was the average household expenditure on Women's and girls' wear (women and girls aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$665.0
"What was the average household expenditure on Clothing (women and girls aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$489.0
"What was the average household expenditure on Footwear (women and girls aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$176.0
"What was the average household expenditure on Men's and boys' wear (men and boys aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$475.0
"What was the average household expenditure on Clothing (men and boys aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$319.0
"What was the average household expenditure on Footwear (men and boys aged 14 years and over) for Population centre 100,000 to 249,999 in 2021?",$156.0
"What was the average household expenditure on Children's wear (children under 14 years of age) for Population centre 100,000 to 249,999 in 2021?",$260.0
"What was the average household expenditure on Clothing and cloth diapers (children under 14 years of age) for Population centre 100,000 to 249,999 in 2021?",$188.0
"What was the average household expenditure on Footwear (children under 14 years of age) for Population centre 100,000 to 249,999 in 2021?",$72.0
"What was the average household expenditure on Athletic footwear for Population centre 100,000 to 249,999 in 2021?",$144.0
"What was the average household expenditure on Accessories for Population centre 100,000 to 249,999 in 2021?",$96.0
"What was the average household expenditure on Watches and jewellery for Population centre 100,000 to 249,999 in 2021?",$162.0
"What was the average household expenditure on Clothing material, yarn, thread and other notions for Population centre 100,000 to 249,999 in 2021?",$53.0
"What was the average household expenditure on Clothing services for Population centre 100,000 to 249,999 in 2021?",$104.0
"What was the average household expenditure on Laundromats, dry-cleaning and laundry services for Population centre 100,000 to 249,999 in 2021?",$47.0
"What was the average household expenditure on Services for clothing, footwear and jewellery for Population centre 100,000 to 249,999 in 2021?",$57.0
"What was the average household expenditure on Transportation for Population centre 100,000 to 249,999 in 2021?",$9208.0
"What was the average household expenditure on Private transportation for Population centre 100,000 to 249,999 in 2021?",$8806.0
"What was the average household expenditure on Private use automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$4036.0
"What was the average household expenditure on Purchase of automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$3703.0
"What was the average household expenditure on Automobiles (purchase) for Population centre 100,000 to 249,999 in 2021?",$1211.0
"What was the average household expenditure on Vans (including mini-vans, purchase) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Trucks (including sport utility vehicles, purchase) for Population centre 100,000 to 249,999 in 2021?",$2364.0
"What was the average household expenditure on Accessories for automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$40.0
"What was the average household expenditure on Fees for leased automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$293.0
"What was the average household expenditure on Regular fees for leased automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$264.0
"What was the average household expenditure on Regular fees for leased automobiles for Population centre 100,000 to 249,999 in 2021?",$117.0
"What was the average household expenditure on Regular fees for leased vans and trucks for Population centre 100,000 to 249,999 in 2021?",$147.0
"What was the average household expenditure on Other costs for leased automobiles, vans and trucks (include down payment and closing costs) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Rented automobiles, vans and trucks for Population centre 100,000 to 249,999 in 2021?",$50.0
"What was the average household expenditure on Automobile, van and truck operations for Population centre 100,000 to 249,999 in 2021?",$4720.0
"What was the average household expenditure on Registration fees for automobiles, vans and trucks (including insurance if part of registration) for Population centre 100,000 to 249,999 in 2021?",$624.0
"What was the average household expenditure on Private and public vehicle insurance premiums for Population centre 100,000 to 249,999 in 2021?",$986.0
"What was the average household expenditure on Tires, batteries, and other parts and supplies for vehicles for Population centre 100,000 to 249,999 in 2021?",$267.0
"What was the average household expenditure on Maintenance and repairs of vehicles for Population centre 100,000 to 249,999 in 2021?",$680.0
"What was the average household expenditure on Vehicle operation, security and communication services for Population centre 100,000 to 249,999 in 2021?",$40.0
"What was the average household expenditure on Gas and other fuels (all vehicles and tools) for Population centre 100,000 to 249,999 in 2021?",$1924.0
"What was the average household expenditure on Parking (excluding parking fees included in rent and traffic and parking tickets) for Population centre 100,000 to 249,999 in 2021?",$107.0
"What was the average household expenditure on Drivers' licences and tests, and driving lessons for Population centre 100,000 to 249,999 in 2021?",$91.0
"What was the average household expenditure on Drivers' licences and tests for Population centre 100,000 to 249,999 in 2021?",$51.0
"What was the average household expenditure on Driving lessons for Population centre 100,000 to 249,999 in 2021?",$41.0
"What was the average household expenditure on Public transportation for Population centre 100,000 to 249,999 in 2021?",$402.0
"What was the average household expenditure on City or commuter bus, subway, streetcar and commuter train for Population centre 100,000 to 249,999 in 2021?",$50.0
"What was the average household expenditure on Taxi (including tips) for Population centre 100,000 to 249,999 in 2021?",$52.0
"What was the average household expenditure on Peer-to-peer ride services for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other local passenger transportation for Population centre 100,000 to 249,999 in 2021?",$27.0
"What was the average household expenditure on Airplane for Population centre 100,000 to 249,999 in 2021?",$150.0
"What was the average household expenditure on Inter-city bus for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other inter-city passenger transportation services for Population centre 100,000 to 249,999 in 2021?",$12.0
"What was the average household expenditure on Household moving and storage services for Population centre 100,000 to 249,999 in 2021?",$79.0
"What was the average household expenditure on Health care for Population centre 100,000 to 249,999 in 2021?",$2499.0
"What was the average household expenditure on Direct health care costs to household for Population centre 100,000 to 249,999 in 2021?",$1701.0
"What was the average household expenditure on Prescribed medicines, pharmaceutical products and cannabis for medical use for Population centre 100,000 to 249,999 in 2021?",$470.0
"What was the average household expenditure on Prescribed medicines and pharmaceutical products for Population centre 100,000 to 249,999 in 2021?",$461.0
"What was the average household expenditure on Cannabis for medical use for Population centre 100,000 to 249,999 in 2021?",$9.0
"What was the average household expenditure on Non-prescribed medicines, pharmaceutical products, health care supplies and equipment for Population centre 100,000 to 249,999 in 2021?",$418.0
"What was the average household expenditure on Health care services for Population centre 100,000 to 249,999 in 2021?",$209.0
"What was the average household expenditure on Health care practitioners (excluding general practitioners and specialists) for Population centre 100,000 to 249,999 in 2021?",$138.0
"What was the average household expenditure on Health care by general practitioners and specialists for Population centre 100,000 to 249,999 in 2021?",$24.0
"What was the average household expenditure on Weight control programs, smoking cessation programs and other medical services for Population centre 100,000 to 249,999 in 2021?",$32.0
"What was the average household expenditure on Hospital care, nursing homes and other residential care facilities for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Eye-care goods and services for Population centre 100,000 to 249,999 in 2021?",$225.0
"What was the average household expenditure on Prescription eye wear for Population centre 100,000 to 249,999 in 2021?",$157.0
"What was the average household expenditure on Non-prescription eye wear and other eye-care goods for Population centre 100,000 to 249,999 in 2021?",$29.0
"What was the average household expenditure on Eye-care services (e.g. surgery, exams) for Population centre 100,000 to 249,999 in 2021?",$39.0
"What was the average household expenditure on Dental services for Population centre 100,000 to 249,999 in 2021?",$379.0
"What was the average household expenditure on Private health insurance plan premiums for Population centre 100,000 to 249,999 in 2021?",$798.0
"What was the average household expenditure on Private health and dental plan premiums for Population centre 100,000 to 249,999 in 2021?",$650.0
"What was the average household expenditure on Accident or disability insurance premiums for Population centre 100,000 to 249,999 in 2021?",$148.0
"What was the average household expenditure on Personal care for Population centre 100,000 to 249,999 in 2021?",$1319.0
"What was the average household expenditure on Personal care products for Population centre 100,000 to 249,999 in 2021?",$599.0
"What was the average household expenditure on Hair care products for Population centre 100,000 to 249,999 in 2021?",$87.0
"What was the average household expenditure on Makeup, skin care, manicure and fragrance products for Population centre 100,000 to 249,999 in 2021?",$164.0
"What was the average household expenditure on Makeup, skin care and manicure products for Population centre 100,000 to 249,999 in 2021?",$161.0
"What was the average household expenditure on Fragrance products for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Personal deodorants for Population centre 100,000 to 249,999 in 2021?",$13.0
"What was the average household expenditure on Body soaps for Population centre 100,000 to 249,999 in 2021?",$58.0
"What was the average household expenditure on Oral hygiene products for Population centre 100,000 to 249,999 in 2021?",$80.0
"What was the average household expenditure on Disposable diapers for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other personal care supplies and equipment for Population centre 100,000 to 249,999 in 2021?",$189.0
"What was the average household expenditure on Personal care services for Population centre 100,000 to 249,999 in 2021?",$720.0
"What was the average household expenditure on Hair grooming services for Population centre 100,000 to 249,999 in 2021?",$521.0
"What was the average household expenditure on Other personal care services for Population centre 100,000 to 249,999 in 2021?",$199.0
"What was the average household expenditure on Recreation for Population centre 100,000 to 249,999 in 2021?",$3918.0
"What was the average household expenditure on Recreational equipment and related services for Population centre 100,000 to 249,999 in 2021?",$1140.0
"What was the average household expenditure on Sports, athletic and recreational equipment and related services for Population centre 100,000 to 249,999 in 2021?",$84.0
"What was the average household expenditure on Outdoor play equipment and accessories for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Children's toys for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Video game systems and accessories (excluding for computers) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Art and craft materials for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Computer equipment and supplies for Population centre 100,000 to 249,999 in 2021?",$621.0
"What was the average household expenditure on Computer hardware for Population centre 100,000 to 249,999 in 2021?",$335.0
"What was the average household expenditure on Computer software and video game systems for Population centre 100,000 to 249,999 in 2021?",$46.0
"What was the average household expenditure on Computer supplies and other equipment for Population centre 100,000 to 249,999 in 2021?",$45.0
"What was the average household expenditure on Tablet computers for Population centre 100,000 to 249,999 in 2021?",$119.0
"What was the average household expenditure on E-Book readers for Population centre 100,000 to 249,999 in 2021?",$3.0
"What was the average household expenditure on Wearable electronic devices for Population centre 100,000 to 249,999 in 2021?",$74.0
"What was the average household expenditure on Photographic goods and services for Population centre 100,000 to 249,999 in 2021?",$97.0
"What was the average household expenditure on Camcorders, cameras, parts, accessories and related equipment for Population centre 100,000 to 249,999 in 2021?",$28.0
"What was the average household expenditure on Photographic services for Population centre 100,000 to 249,999 in 2021?",$69.0
"What was the average household expenditure on Other recreational equipment for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment equipment and services for Population centre 100,000 to 249,999 in 2021?",$406.0
"What was the average household expenditure on Home entertainment equipment for Population centre 100,000 to 249,999 in 2021?",$366.0
"What was the average household expenditure on Audio equipment and home theatre systems for Population centre 100,000 to 249,999 in 2021?",$100.0
"What was the average household expenditure on Video equipment for Population centre 100,000 to 249,999 in 2021?",$181.0
"What was the average household expenditure on DVD players, Blu-Ray players and other video equipment and accessories for Population centre 100,000 to 249,999 in 2021?",$21.0
"What was the average household expenditure on Televisions for Population centre 100,000 to 249,999 in 2021?",$160.0
"What was the average household expenditure on Pre-recorded media, music downloads and blank audio and video media for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Home entertainment services for Population centre 100,000 to 249,999 in 2021?",$40.0
"What was the average household expenditure on Rental of videotapes, DVDs and video games for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Rental, maintenance, repair and services related to computers, phones, audio, video and other electronic equipment for Population centre 100,000 to 249,999 in 2021?",$38.0
"What was the average household expenditure on Recreational services for Population centre 100,000 to 249,999 in 2021?",$1120.0
"What was the average household expenditure on Entertainment for Population centre 100,000 to 249,999 in 2021?",$684.0
"What was the average household expenditure on Movie theatres for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Live sporting and performing arts events for Population centre 100,000 to 249,999 in 2021?",$24.0
"What was the average household expenditure on Admission fees to museums, zoos and other sites for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Television and satellite radio services (including installation, service and pay TV charges) for Population centre 100,000 to 249,999 in 2021?",$594.0
"What was the average household expenditure on Use of recreational facilities and fees for other recreational activities for Population centre 100,000 to 249,999 in 2021?",$303.0
"What was the average household expenditure on Dues and fees for sports and recreational activities and athletic and recreational facilities for Population centre 100,000 to 249,999 in 2021?",$274.0
"What was the average household expenditure on Children's camps for Population centre 100,000 to 249,999 in 2021?",$29.0
"What was the average household expenditure on Package trips for Population centre 100,000 to 249,999 in 2021?",$97.0
"What was the average household expenditure on Other recreational services for Population centre 100,000 to 249,999 in 2021?",$36.0
"What was the average household expenditure on Recreational vehicles and associated services for Population centre 100,000 to 249,999 in 2021?",$1252.0
"What was the average household expenditure on Purchase of recreational vehicles for Population centre 100,000 to 249,999 in 2021?",$960.0
"What was the average household expenditure on Motorcycles and snowmobiles (purchase) for Population centre 100,000 to 249,999 in 2021?",$144.0
"What was the average household expenditure on All-terrain vehicles (purchase) for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Bicycles (purchase) for Population centre 100,000 to 249,999 in 2021?",$107.0
"What was the average household expenditure on Other recreational vehicles (purchase) for Population centre 100,000 to 249,999 in 2021?",$570.0
"What was the average household expenditure on Operation of recreational vehicles for Population centre 100,000 to 249,999 in 2021?",$293.0
"What was the average household expenditure on Insurance premiums for recreational vehicles for Population centre 100,000 to 249,999 in 2021?",$87.0
"What was the average household expenditure on Registration fees and licences for recreational vehicles for Population centre 100,000 to 249,999 in 2021?",$21.0
"What was the average household expenditure on Parking, storage fees and other dues for Population centre 100,000 to 249,999 in 2021?",$33.0
"What was the average household expenditure on Other expenses for recreational vehicles for Population centre 100,000 to 249,999 in 2021?",$151.0
"What was the average household expenditure on Education for Population centre 100,000 to 249,999 in 2021?",$1281.0
"What was the average household expenditure on Tuition fees for Population centre 100,000 to 249,999 in 2021?",$1152.0
"What was the average household expenditure on Tuition fees for kindergarten, elementary and secondary schools for Population centre 100,000 to 249,999 in 2021?",$93.0
"What was the average household expenditure on Tuition fees for university for Population centre 100,000 to 249,999 in 2021?",$666.0
"What was the average household expenditure on Tuition fees for other training (college, trade and professional institutions) for Population centre 100,000 to 249,999 in 2021?",$226.0
"What was the average household expenditure on Other educational services for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Personal interest courses and lessons (excluding driving lessons) for Population centre 100,000 to 249,999 in 2021?",$139.0
"What was the average household expenditure on Textbooks and school supplies for Population centre 100,000 to 249,999 in 2021?",$130.0
"What was the average household expenditure on Reading materials and other printed matter for Population centre 100,000 to 249,999 in 2021?",$175.0
"What was the average household expenditure on Newspapers for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Magazines and periodicals for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Books and E-Books (excluding school books) for Population centre 100,000 to 249,999 in 2021?",$102.0
"What was the average household expenditure on Maps, sheet music and other printed matter for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Services related to reading materials (e.g. photocopying, library fees) for Population centre 100,000 to 249,999 in 2021?",$19.0
"What was the average household expenditure on Tobacco products, alcoholic beverages and cannabis for non-medical use for Population centre 100,000 to 249,999 in 2021?",$1989.0
"What was the average household expenditure on Tobacco products and smokers' supplies for Population centre 100,000 to 249,999 in 2021?",$607.0
"What was the average household expenditure on Cigarettes for Population centre 100,000 to 249,999 in 2021?",$545.0
"What was the average household expenditure on Other tobacco products, smokers' supplies and e-cigarettes for Population centre 100,000 to 249,999 in 2021?",$62.0
"What was the average household expenditure on Cannabis for non-medical use for Population centre 100,000 to 249,999 in 2021?",$182.0
"What was the average household expenditure on Alcoholic beverages for Population centre 100,000 to 249,999 in 2021?",$1200.0
"What was the average household expenditure on Alcoholic beverages served on licensed premises and in restaurants for Population centre 100,000 to 249,999 in 2021?",$207.0
"What was the average household expenditure on Alcoholic beverages purchased from stores for Population centre 100,000 to 249,999 in 2021?",$986.0
"What was the average household expenditure on Self-made alcoholic beverages for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Games of chance for Population centre 100,000 to 249,999 in 2021?",$134.0
"What was the average household expenditure on Government-run lotteries for Population centre 100,000 to 249,999 in 2021?",$124.0
"What was the average household expenditure on Other games of chance for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Casinos, bingos and gaming machines for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Non-government lotteries and raffle tickets for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Miscellaneous expenditures for Population centre 100,000 to 249,999 in 2021?",$1888.0
"What was the average household expenditure on Financial services for Population centre 100,000 to 249,999 in 2021?",$600.0
"What was the average household expenditure on Service charges for banks and other financial institutions for Population centre 100,000 to 249,999 in 2021?",$157.0
"What was the average household expenditure on Administration fees for brokers and stock and bond commissions for Population centre 100,000 to 249,999 in 2021?",$272.0
"What was the average household expenditure on Other financial services for Population centre 100,000 to 249,999 in 2021?",$170.0
"What was the average household expenditure on Other miscellaneous goods and services for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Fines for Population centre 100,000 to 249,999 in 2021?",$29.0
"What was the average household expenditure on Legal services not related to dwellings for Population centre 100,000 to 249,999 in 2021?",$168.0
"What was the average household expenditure on Dues to unions and professional associations for Population centre 100,000 to 249,999 in 2021?",$351.0
"What was the average household expenditure on Contributions and dues for social clubs and other organizations for Population centre 100,000 to 249,999 in 2021?",$36.0
"What was the average household expenditure on Funeral services for Population centre 100,000 to 249,999 in 2021?",$83.0
"What was the average household expenditure on Government services for Population centre 100,000 to 249,999 in 2021?",$30.0
"What was the average household expenditure on Wholesale/retail memberships for Population centre 100,000 to 249,999 in 2021?",$101.0
"What was the average household expenditure on Convenience fees for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Other goods and services for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Discounts and refunds for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Recycling fees and other environmental fees for Population centre 100,000 to 249,999 in 2021?",$8.0
"What was the average household expenditure on Other general expenditures for Population centre 100,000 to 249,999 in 2021?",$nan
"What was the average household expenditure on Income taxes for Population centre 100,000 to 249,999 in 2021?",$13380.0
"What was the average household expenditure on Personal insurance payments and pension contributions for Population centre 100,000 to 249,999 in 2021?",$4922.0
"What was the average household expenditure on Employment insurance and Quebec parental insurance premiums for Population centre 100,000 to 249,999 in 2021?",$572.0
"What was the average household expenditure on Retirement and pension fund payments for Population centre 100,000 to 249,999 in 2021?",$3679.0
"What was the average household expenditure on Premiums on life, term and endowment insurance for Population centre 100,000 to 249,999 in 2021?",$672.0
"What was the average household expenditure on Gifts of money, support payments and charitable contributions for Population centre 100,000 to 249,999 in 2021?",$1230.0
"What was the average household expenditure on Gifts of money and support payments for Population centre 100,000 to 249,999 in 2021?",$679.0
"What was the average household expenditure on Gifts of money to persons living in Canada for Population centre 100,000 to 249,999 in 2021?",$427.0
"What was the average household expenditure on Gifts of money to persons living outside Canada for Population centre 100,000 to 249,999 in 2021?",$117.0
"What was the average household expenditure on Alimony and child support for Population centre 100,000 to 249,999 in 2021?",$135.0
"What was the average household expenditure on Charitable contributions for Population centre 100,000 to 249,999 in 2021?",$551.0
"What was the average household expenditure on Total expenditure for Population centre 30,000 to 99,999 in 2021?",$86282.0
"What was the average household expenditure on Total current consumption for Population centre 30,000 to 99,999 in 2021?",$61530.0
"What was the average household expenditure on Food expenditures for Population centre 30,000 to 99,999 in 2021?",$10381.0
"What was the average household expenditure on Food purchased from stores for Population centre 30,000 to 99,999 in 2021?",$8440.0
"What was the average household expenditure on Bakery products for Population centre 30,000 to 99,999 in 2021?",$747.0
"What was the average household expenditure on Cereal grains and cereal products for Population centre 30,000 to 99,999 in 2021?",$440.0
"What was the average household expenditure on Fruit, fruit preparations and nuts for Population centre 30,000 to 99,999 in 2021?",$1004.0
"What was the average household expenditure on Vegetables and vegetable preparations for Population centre 30,000 to 99,999 in 2021?",$892.0
"What was the average household expenditure on Dairy products and eggs for Population centre 30,000 to 99,999 in 2021?",$1249.0
"What was the average household expenditure on Meat for Population centre 30,000 to 99,999 in 2021?",$1836.0
"What was the average household expenditure on Fish and seafood for Population centre 30,000 to 99,999 in 2021?",$252.0
"What was the average household expenditure on Non-alcoholic beverages and other food products for Population centre 30,000 to 99,999 in 2021?",$2019.0
"What was the average household expenditure on Ready-to-cook meal delivery services for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Food purchased from restaurants for Population centre 30,000 to 99,999 in 2021?",$1873.0
"What was the average household expenditure on Restaurant meals for Population centre 30,000 to 99,999 in 2021?",$1663.0
"What was the average household expenditure on Restaurant snacks and beverages for Population centre 30,000 to 99,999 in 2021?",$210.0
"What was the average household expenditure on Shelter for Population centre 30,000 to 99,999 in 2021?",$16866.0
"What was the average household expenditure on Principal accommodation for Population centre 30,000 to 99,999 in 2021?",$15503.0
"What was the average household expenditure on Rented living quarters for Population centre 30,000 to 99,999 in 2021?",$3208.0
"What was the average household expenditure on Rent for Population centre 30,000 to 99,999 in 2021?",$3100.0
"What was the average household expenditure on Tenants' repairs and improvements for Population centre 30,000 to 99,999 in 2021?",$24.0
"What was the average household expenditure on Tenants' insurance premiums for Population centre 30,000 to 99,999 in 2021?",$80.0
"What was the average household expenditure on Parking at rented living quarters (excluding amounts reported with rent) for Population centre 30,000 to 99,999 in 2021?",$nan
"What was the average household expenditure on Owned living quarters for Population centre 30,000 to 99,999 in 2021?",$9479.0
"What was the average household expenditure on Mortgage paid for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$4598.0
"What was the average household expenditure on Repairs and maintenance for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$815.0
"What was the average household expenditure on Condominium fees for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$164.0
"What was the average household expenditure on Property and school taxes for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$2069.0
"What was the average household expenditure on Homeowners' insurance premiums for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$993.0
"What was the average household expenditure on Other expenditures for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$839.0
"What was the average household expenditure on Commissions for sale of real estate owned by the household for Population centre 30,000 to 99,999 in 2021?",$283.0
"What was the average household expenditure on Legal fees related to owned living quarters for Population centre 30,000 to 99,999 in 2021?",$63.0
"What was the average household expenditure on Mortgage insurance premiums for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$242.0
"What was the average household expenditure on Registration fees, renewal fees and early renewal or closing penalties for owned living quarters for Population centre 30,000 to 99,999 in 2021?",$nan
