question,answer
Tell me about Vancouver Biennale.,"Vancouver Biennale is located at 290 W 3rd Av, Vancouver, BC, V5Y 1G1. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: https://www.vancouverbiennale.com/."
Tell me about Vancouver Burlesque Centre.,"Vancouver Burlesque Centre is located at 124 W 6th Av, Vancouver, BC, V5Y 1K6. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.vancouverburlesquecentre.ca/."
Tell me about Vancouver Community Laboratory.,"Vancouver Community Laboratory is located at 1907 Triumph St, Vancouver, BC, V5L 1K6. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It is currently active. You can find more information at: http://vancommunitylab.com/."
Tell me about Vancouver Co-Operative Radio.,"Vancouver Co-Operative Radio is located at 360 Columbia St, Vancouver, BC, V6A 4J1. It is in the Downtown area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Non-Profit. It is currently active. You can find more information at: www.coopradio.org?."
Tell me about Vancouver East Cultural Centre - Vancity Culture Lab.,"Vancouver East Cultural Centre - Vancity Culture Lab is located at 1895 Venables St, Vancouver, BC, V5L 2H6. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Theatre. The space is owned by City of Vancouver. It has 86 seats. It is currently active. You can find more information at: www.thecultch.com?."
Tell me about Vancouver Hack Space.,"Vancouver Hack Space is located at 1715 Cook St, Vancouver, BC, V5Y 3J6. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It has 100 seats. It is currently active. You can find more information at: https://vanhack.ca."
Tell me about Vancouver Photo Workshop.,"Vancouver Photo Workshop is located at 14 W 7th Av, Vancouver, BC, V5Y 1L6. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.vancouverphotoworkshops.com/."
Tell me about Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall).,"Vancouver Symphony Orchestra School of Music - Recital Hall (Pyatt Hall) is located at 843 Seymour St, Vancouver, BC, V6B 3L4. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by City of Vancouver. It has 120 seats. It is currently active. You can find more information at: www.vsoschoolofmusic.ca?."
Tell me about Vancouver Tap Dance Society.,"Vancouver Tap Dance Society is located at 2775 E Hastings St, Vancouver, BC, V5K 1Z8. It is in the Hastings-Sunrise area. It is a Educational primarily used for Educational Institution. The space is owned by Non-Profit. It is currently active. You can find more information at: www.vantapdance.com?."
Tell me about Vanier Park.,"Vanier Park is located at 1000 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about VIVO Media Arts Centre.,"VIVO Media Arts Centre is located at 2625 Kaslo St, Vancouver, BC, V5M 3G9. It is in the Renfrew-Collingwood area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by City of Vancouver. It has 150 seats. It is currently active. You can find more information at: www.vivomediaarts.com."
Tell me about Vogue Theatre.,"Vogue Theatre is located at 918 Granville St, Vancouver, BC, V6Z 1L2. It is in the Downtown area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 1136 seats. It is currently active. You can find more information at: www.voguetheatre.com."
Tell me about Wall Centre Plaza.,"Wall Centre Plaza is located at 1088 Burrard St, Vancouver, BC, V6Z 2R9. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Privately Owned. It is currently active."
Tell me about Waterfront Theatre.,"Waterfront Theatre is located at 1412 Cartwright St, Vancouver, BC, V6H 3R7. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 224 seats. It is currently active. You can find more information at: www.waterfronttheatre.ca?."
Tell me about West 6th Artists Studios.,"West 6th Artists Studios is located at 1573 W 6th Av, Vancouver, BC, V6J 1R1. It is in the Fairview area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://vancouver.ca/people-programs/about-the-artist-studios.aspx."
Tell me about Western Front - Artist Studio.,"Western Front - Artist Studio is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Western Front - Gallery.,"Western Front - Gallery is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.front.bc.ca?."
Tell me about Western Front - Luxe Hall.,"Western Front - Luxe Hall is located at 303 E 8th Av, Vancouver, BC, V5T 1S1. It is in the Mount Pleasant area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Privately Owned. It has 126 seats. It is currently active."
Tell me about William Clark Studios.,"William Clark Studios is located at 1310 William St, Vancouver, BC, V5L 2P5. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about 222 E Georgia Studios.,"222 E Georgia Studios is located at 222 E Georgia St, Vancouver, BC, V6A 1Z7. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://projectspace.ca/blog/."
Tell me about Aberthau Mansion/West Point Grey Community Centre.,"Aberthau Mansion/West Point Grey Community Centre is located at 4397 W 2nd Av, Vancouver, BC, V6R 1K4. It is in the West Point Grey area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active."
Tell me about AHVA Gallery.,"AHVA Gallery is located at 6398 University Blvd, Vancouver, BC,. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://gallery.ahva.ubc.ca/about/."
Tell me about Al Mozaico Flamenco Dance Academy.,"Al Mozaico Flamenco Dance Academy is located at 828 E Hastings St, Vancouver, BC, V6A 1R6. It is in the Strathcona area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.mozaicoflamenco.com/."
Tell me about Alternative Creations Studio.,"Alternative Creations Studio is located at 1387 Venables St, Vancouver, BC, V5L 2G1. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.arthives.org/arthives/alternative-creations-studio."
Tell me about Another Space for Community Creative Arts Studio.,"Another Space for Community Creative Arts Studio is located at 1523 E Pender St, Vancouver, BC, V5L 1V9. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://anotherspace.ca/."
Tell me about Art Emporium.,"Art Emporium is located at 2928 Granville St, Vancouver, BC, V6H 3J7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.theartemporium.ca."
Tell me about Arts Club Theatre - Granville Island Stage.,"Arts Club Theatre - Granville Island Stage is located at 1585 Johnston St, Vancouver, BC, V6H 3R9. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 430 seats. It is currently active. You can find more information at: www.artsclub.com."
Tell me about Arts Club Theatre - Stanley Industrial Alliance Stage.,"Arts Club Theatre - Stanley Industrial Alliance Stage is located at 2750 Granville St, Vancouver, BC, V6H 3J3. It is in the Fairview area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Non-Profit. It has 650 seats. It is currently active. You can find more information at: http://www.artsclub.com."
Tell me about Arts Umbrella.,"Arts Umbrella is located at 1286 Cartwright St, Vancouver, BC, V6H 3R8. It is in the Fairview area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: www.artsumbrella.com."
Tell me about Artspeak Gallery.,"Artspeak Gallery is located at 233 Carrall St, Vancouver, BC, V6B 2J2. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: www.artspeak.ca/?."
Tell me about Ayden Gallery.,"Ayden Gallery is located at 88 W Pender St, Vancouver, BC, V6B 6N9. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.aydengallery.com?."
Tell me about Backspace - Blake Williams.,"Backspace - Blake Williams is located at 1318 Grant St, Vancouver, BC, V5L 2X5. It is in the Grandview-Woodland area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It has 75 seats. It is currently active. You can find more information at: www.blakewilliams.ca."
Tell me about BAF Studio.,"BAF Studio is located at 108 E Broadway Av, Vancouver, BC, V5T 1V9. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.burrardarts.org/about.html."
Tell me about BC Place Stadium.,"BC Place Stadium is located at 777 Pacific Blvd, Vancouver, BC, V6B 4Y8. It is in the Downtown area. It is a Community Space primarily used for Arena/Stadium. The space is owned by Privately Owned. It is currently active. You can find more information at: www.bcplacestadium.com."
Tell me about Biltmore Cabaret.,"Biltmore Cabaret is located at 2755 Prince Edward St, Vancouver, BC, V5T 0A9. It is in the Mount Pleasant area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: www.biltmorecabaret.com?."
Tell me about Blue Wave Productions.,"Blue Wave Productions is located at 34 W 8th Av, Vancouver, BC, V5Y 1M7. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: www.bluewaveproductions.com/?."
Tell me about BMO Theatre Centre - Workshop.,"BMO Theatre Centre - Workshop is located at 162 W 1st Av, Vancouver, BC, V5Y 1A4. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by City of Vancouver. It is currently active."
Tell me about Bruhanski Acting Studio.,"Bruhanski Acting Studio is located at 164 E 11th Av, Vancouver, BC, V5T 2C2. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://bruhanski.com/."
Tell me about Burrard Marina Field House.,"Burrard Marina Field House is located at 1655 Whyte Av, Vancouver, BC, V6J 1A9. It is in the Kitsilano area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/burrard-marina-fieldhouse.aspx."
Tell me about Cafe Deux Soleils.,"Cafe Deux Soleils is located at 2096 Commercial Dr, Vancouver, BC, V5N 4B2. It is in the Grandview-Woodland area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: www.cafedeuxsoleils.com/?."
Tell me about Cambrian Hall.,"Cambrian Hall is located at 215 E 17th Av, Vancouver, BC, V5V 1A6. It is in the Riley Park area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It has 129 seats. It is currently active. You can find more information at: http://www.welshsociety.com/Lab5/."
Tell me about CBC Outdoor Stage.,"CBC Outdoor Stage is located at 700 Hamilton, Vancouver, BC, V6B 2R5. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Government. It is currently active. You can find more information at: http://www.cbc.ca."
Tell me about CBC Studio 700.,"CBC Studio 700 is located at 700 Hamilton, Vancouver, BC, V6B 2R5. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by Government. It has 140 seats. It is currently active. You can find more information at: http://www.cbc.ca/bc/communityspaces/studio700.html#igImgId_11630."
Tell me about Centre A - Centre For Contemporary Asian Art.,"Centre A - Centre For Contemporary Asian Art is located at 229 E Georgia St, Vancouver, BC, V6A 1Z6. It is in the Strathcona area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://centrea.org."
Tell me about Ceperley Meadow.,"Ceperley Meadow is located at Stanley Park, Vancouver, BC. It is in the Stanley Park area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about Chali-Rosso Gallery.,"Chali-Rosso Gallery is located at 2250 Granville St, Vancouver, BC, V6H 4H7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.chalirosso.com."
Tell me about Champlain Heights Community Centre.,"Champlain Heights Community Centre is located at 3350 Maquinna Dr, Vancouver, BC, V5S 4C6. It is in the Killarney area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/champlain-heights-community-centre.aspx."
Tell me about Cineplex Odeon International Village Cinemas.,"Cineplex Odeon International Village Cinemas is located at 88 W Pender St, Vancouver, BC, V6B 6N9. It is in the Downtown area. It is a Theatre/Performance primarily used for Cinema. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.cineplex.com/Theatre/Cineplex-Odeon-International-Village-Cinemas."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 2050 Scotia St, Vancouver, BC, V5T 4T1. It is in the Mount Pleasant area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by City of Vancouver. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
Tell me about City of Vancouver Artist Studio.,"City of Vancouver Artist Studio is located at 1202 E Pender St, Vancouver, BC, V6A 1W8. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio with Residence. The space is owned by City of Vancouver. It is currently active. You can find more information at: https://vancouver.ca/people-programs/artist-live-work-studio-program.aspx."
Tell me about Coastal Peoples Fine Arts Gallery Gastown.,"Coastal Peoples Fine Arts Gallery Gastown is located at 312 Water St, Vancouver, BC, V6B 1B6. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.coastalpeoples.com."
Tell me about Coastal Peoples Fine Arts Gallery Yaletown.,"Coastal Peoples Fine Arts Gallery Yaletown is located at 1024 Mainland St, Vancouver, BC, V6B 2T4. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.coastalpeoples.com."
Tell me about Creekside Community Centre.,"Creekside Community Centre is located at 1 Athletes Way, Vancouver, BC, V5Y 0B1. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/creekside-community-recreation-centre.aspx."
Tell me about Croatian Cultural Centre.,"Croatian Cultural Centre is located at 3250 Commercial Dr, Vancouver, BC, V5N 4E4. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.croatiancentre.com."
Tell me about David Lam Multi-Purpose Hall.,"David Lam Multi-Purpose Hall is located at 50 E Pender St, Vancouver, BC, V6A 3V6. It is in the Downtown area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by City of Vancouver. It is currently active."
Tell me about Dorothy Somerset Studio Theatre.,"Dorothy Somerset Studio Theatre is located at 6361 University Blvd, Vancouver, BC, V6T 1Z2. It is in the UBC area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 120 seats. It is currently active."
Tell me about Douglas Park Community Centre.,"Douglas Park Community Centre is located at 801 W 22nd Av, Vancouver, BC, V5Z 1Z8. It is in the South Cambie area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/douglas-park-community-centre.aspx."
Tell me about Douglas Reynolds Gallery.,"Douglas Reynolds Gallery is located at 2335 Granville St, Vancouver, BC, V6H 3G4. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.douglasreynoldsgallery.com."
Tell me about Dunbar Community Centre.,"Dunbar Community Centre is located at 4747 Dunbar St, Vancouver, BC, V6S 2H2. It is in the Dunbar-Southlands area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://dunbarcentre.org/dunbar/."
Tell me about Dynamo Arts Association.,"Dynamo Arts Association is located at 30 E 6th Ave, Vancouver, BC, V5T 1J4. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.dynamoarts.tumblr.com?."
Tell me about Eagle Spirit Gallery.,"Eagle Spirit Gallery is located at 1803 Maritime Mews, Vancouver, BC, V6H 3W7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.eaglespiritgallery.com."
Tell me about East Van Studios.,"East Van Studios is located at 870 E Cordova St, Vancouver, BC, V6A 1M4. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Film/Recording Studio. The space is owned by Privately Owned. It is currently active. You can find more information at: http://eastvanstudios.wordpress.com/."
Tell me about Elissa Cristall Galleries.,"Elissa Cristall Galleries is located at 2239 Granville St, Vancouver, BC, V6H 3G1. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: http://cristallgallery.com."
Tell me about Emily Carr Institute of Art + Design.,"Emily Carr Institute of Art + Design is located at 1535 W 3rd Av, Vancouver, BC, V6J 1J8. It is in the Fairview area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active."
Tell me about Emily Carr Institute of Art + Design.,"Emily Carr Institute of Art + Design is located at 1706 W 1st Av, Vancouver, BC, V6J 0E4. It is in the Fairview area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active."
Tell me about Emily Carr Institute of Art + Design 1612 Gallery.,"Emily Carr Institute of Art + Design 1612 Gallery is located at 1612 W 3rd Av, Vancouver, BC, V6J 1K2. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Government. It is currently active."
Tell me about Gallery Gachet.,"Gallery Gachet is located at 88 E Cordova St, Vancouver, BC, V6A 1K2. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.gachet.org?."
Tell me about Gallery Jones.,"Gallery Jones is located at 1725 W 3rd Av, Vancouver, BC, V6J 1K7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.galleryjones.com?."
Tell me about Goldcorp Centre for the Arts - SFU.,"Goldcorp Centre for the Arts - SFU is located at 149 W Hastings St, Vancouver, BC, V6B 1H4. It is in the Downtown area. It is a Educational primarily used for Educational Institution. The space is owned by Other. It is currently active. You can find more information at: http://www.sfu.ca/sfuwoodwards/goldcorp-centre-for-the-arts.html."
Tell me about Green Thumb Theatre For Young People - Studio 2.,"Green Thumb Theatre For Young People - Studio 2 is located at 5560 Mckinnon St, Vancouver, BC, V5R 0B6. It is in the Renfrew-Collingwood area. It is a Studio/Rehearsal primarily used for Rehearsal Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Grunt Gallery.,"Grunt Gallery is located at 350 E 2nd Av, Vancouver, BC, V5T 4R8. It is in the Mount Pleasant area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Non-Profit. It is currently active. You can find more information at: www.grunt.ca?."
Tell me about H.R. Macmillan Space Centre.,"H.R. Macmillan Space Centre is located at 1100 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Garden/Aquarium/Science Centre. The space is owned by City of Vancouver. It is currently active. You can find more information at: http://www.spacecentre.ca/."
Tell me about Hastings Mill Store Museum.,"Hastings Mill Store Museum is located at 1575 Alma St, Vancouver, BC, V6R 3P3. It is in the West Point Grey area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.hastings-mill-museum.ca?."
Tell me about Havana Theatre.,"Havana Theatre is located at 1212 Commercial Dr, Vancouver, BC, V5L 3X4. It is in the Grandview-Woodland area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 60 seats. It is currently active. You can find more information at: www.havanarestaurant.ca."
Tell me about Hill's Native Art.,"Hill's Native Art is located at 165 Water St, Vancouver, BC, V6B 1A7. It is in the Downtown area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.hillsnativeart.com."
Tell me about Holy Rosary Cathedral.,"Holy Rosary Cathedral is located at 646 Richards St, Vancouver, BC, V6B 3A3. It is in the Downtown area. It is a Community Space primarily used for Place of Worship. The space is owned by Other. It is currently active. You can find more information at: www.hrc.rcav.org."
Tell me about Ian Tan Gallery.,"Ian Tan Gallery is located at 2202 Granville St, Vancouver, BC, V6H 4H7. It is in the Fairview area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Privately Owned. It is currently active. You can find more information at: www.iantangallery.com?."
Tell me about Jack Poole Plaza.,"Jack Poole Plaza is located at Vancouver, BC. It is in the Downtown area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Government. It is currently active. You can find more information at: http://www.vancouverconventioncentre.com/jack-poole-plaza/."
Tell me about Jean Lyons School of Music.,"Jean Lyons School of Music is located at 77 E 7th Av, Vancouver, BC, V5T 1M4. It is in the Mount Pleasant area. It is a Educational primarily used for Educational Institution. The space is owned by Privately Owned. It is currently active. You can find more information at: http://jeanlyonsmusic.com/."
Tell me about Jewish Community Centre.,"Jewish Community Centre is located at 950 W 41st Av, Vancouver, BC, V5Z 2N7. It is in the Oakridge area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Non-Profit. It is currently active. You can find more information at: www.jewishmuseum.ca?."
Tell me about John Hendry Park (Trout Lake).,"John Hendry Park (Trout Lake) is located at 3300 Victoria Dr, Vancouver, BC, V5N 4L9. It is in the Kensington-Cedar Cottage area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by Vancouver Park Board/COV. It is currently active."
Tell me about John Oliver Secondary.,"John Oliver Secondary is located at 530 E 41st Av, Vancouver, BC, V5W 1P3. It is in the Sunset area. It is a Educational primarily used for Educational Institution. The space is owned by Government. It is currently active. You can find more information at: http://go.vsb.bc.ca/schools/johnoliver/Pages/default.aspx."
Tell me about Killarney Community Centre.,"Killarney Community Centre is located at 6260 Killarney St, Vancouver, BC, V5S 2X7. It is in the Killarney area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: https://vancouver.ca/parks-recreation-culture/killarney-community-centre.aspx."
Tell me about La Maison de la Francophonie de Vancouver.,"La Maison de la Francophonie de Vancouver is located at 1555 W 7th Av, Vancouver, BC, V6J 1S1. It is in the Fairview area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Privately Owned. It is currently active. You can find more information at: www.lamaison.bc.ca."
Tell me about Lobby Gallery.,"Lobby Gallery is located at 6476 NW Marine Dr, Vancouver, BC,. It is in the UBC area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by Other. It is currently active. You can find more information at: http://www.ligi.ubc.ca/LobbyGallery.htm."
Tell me about Lumbermen's Arch.,"Lumbermen's Arch is located at Stanley Park, Vancouver, BC. It is in the Stanley Park area. It is a Community Space primarily used for Plaza/Park/Band Shell. The space is owned by City of Vancouver. It is currently active."
Tell me about MakerLabs.,"MakerLabs is located at 780 E Cordova St, Vancouver, BC, V6A1M3. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Workshop. The space is owned by Privately Owned. It has 300 seats. It is currently active. You can find more information at: www.makerlabs.ca."
Tell me about McBride Field House.,"McBride Field House is located at 3350 W 4th Av, Vancouver, BC,. It is in the Kitsilano area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://locomotoart.weebly.com/mcbride."
Tell me about Memorial South Park Field House.,"Memorial South Park Field House is located at 5955 Ross St, Vancouver, BC, V5W 1T7. It is in the Sunset area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/memorial-south-park-fieldhouse.aspx."
Tell me about Moberly Park Field House.,"Moberly Park Field House is located at 7646 Prince Albert, Vancouver, BC, V5X 3Z4. It is in the Sunset area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://vancouver.ca/parks-recreation-culture/moberly-park-fieldhouse.aspx."
Tell me about Mount Pleasant Community Centre.,"Mount Pleasant Community Centre is located at 1 Kingsway, Vancouver, BC, V5T 3H7. It is in the Mount Pleasant area. It is a Community Space primarily used for Community Centre/Hall. The space is owned by Vancouver Park Board/COV. It is currently active. You can find more information at: http://www.mountpleasantcc.ca/."
Tell me about Museum of Vancouver.,"Museum of Vancouver is located at 1100 Chestnut St, Vancouver, BC, V6J 3J9. It is in the Kitsilano area. It is a Museum/Gallery primarily used for Museum/Gallery. The space is owned by City of Vancouver. It is currently active. You can find more information at: www.museumofvancouver.ca?."
Tell me about Norman Rothstein Theatre.,"Norman Rothstein Theatre is located at 950 W 41st Av, Vancouver, BC, V5Z 2N7. It is in the Oakridge area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Privately Owned. It has 318 seats. It is currently active. You can find more information at: www.normanrothsteintheatre.com?."
Tell me about Octopus Studios.,"Octopus Studios is located at 393 Powell St, Vancouver, BC, V6A 1G5. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Old Auditorium.,"Old Auditorium is located at 6344 Memorial Rd, Vancouver, BC, V6T 1Z2. It is in the UBC area. It is a Theatre/Performance primarily used for Theatre. The space is owned by Government. It has 530 seats. It is currently active. You can find more information at: http://www.music.ubc.ca/about-us/facilities/old-auditorium.html."
Tell me about Opus Art Supplies.,"Opus Art Supplies is located at 207 W Hastings St, Vancouver, BC, V6B 1H7. It is in the Downtown area. It is a Other primarily used for Retail. The space is owned by Privately Owned. It is currently active. You can find more information at: http://opusartsupplies.com."
Tell me about Orpheum Annex.,"Orpheum Annex is located at 823 Seymour St, Vancouver, BC, V6B 5G1. It is in the Downtown area. It is a Theatre/Performance primarily used for Performance Space. The space is owned by City of Vancouver. It has 193 seats. It is currently active. You can find more information at: http://vancouver.caparks-recreation-culture/rent-the-orpheum-annex.aspx."
Tell me about Ouisi Bistro.,"Ouisi Bistro is located at 3014 Granville St, Vancouver, BC, V6H 3J8. It is in the Fairview area. It is a Cafe/Restaurant/Bar primarily used for Cafe/Restaurant. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.ouisibistro.com/#events."
Tell me about Paneficio Studios.,"Paneficio Studios is located at 800 Keefer St, Vancouver, BC, V6A 1Y7. It is in the Strathcona area. It is a Studio/Rehearsal primarily used for Artist Studio. The space is owned by Privately Owned. It is currently active."
Tell me about Patricia Hotel - Pat's Pub.,"Patricia Hotel - Pat's Pub is located at 403 E Hastings St, Vancouver, BC, V6A 1P6. It is in the Strathcona area. It is a Cafe/Restaurant/Bar primarily used for Bar/Lounge/Cabaret. The space is owned by Privately Owned. It is currently active. You can find more information at: http://www.patspub.ca/."
